,0.4,0.8,1.2,1.6,2.0
520.8,1.974480012,1.883865755,1.656387984,1.491792108,0.77509979
521.6,1.970173112,1.88493062,1.653479829,1.496999366,0.7856353564
522.4,1.965757383,1.87736336,1.658513787,1.500321856,0.7954062516
523.2,1.97660489,1.884668552,1.656476408,1.507239422,0.8045438137
524.0,1.974450539,1.879346748,1.656091749,1.511200975,0.8140920832
524.7,1.960472853,1.874585908,1.645415023,1.517842557,0.8231104017
525.5,1.95335292,1.86665383,1.646043582,1.519700945,0.8312524982
526.3,1.952679894,1.869676088,1.649674615,1.523781853,0.8398382637
527.1,1.962858817,1.87471463,1.660517552,1.527334304,0.8492668996
527.9,1.966969099,1.882357502,1.662874799,1.530794334,0.8591842634
528.7,1.985117457,1.888567231,1.66313971,1.536886294,0.8695186421
529.5,1.971048046,1.883222407,1.663224201,1.539913832,0.8780029737
530.3,1.964954437,1.876258312,1.673371981,1.54512765,0.8868771609
531.0,1.951447075,1.858900669,1.680554301,1.548139028,0.8960151081
531.8,1.961610792,1.862237825,1.681159395,1.551578359,0.9064831859
532.6,1.967714052,1.864264308,1.675464116,1.56236746,0.9164715951
533.4,1.971324863,1.877918617,1.676459176,1.572350298,0.9256756178
534.2,1.971847505,1.876705059,1.680266443,1.581917082,0.9350319558
535.0,1.968074062,1.872792695,1.680957479,1.581752604,0.9450113708
535.8,1.971309525,1.869812932,1.683880565,1.587183566,0.9550701169
536.6,1.975674609,1.870741019,1.68770219,1.593434783,0.9645691957
537.3,1.983156829,1.874991848,1.693951296,1.598612673,0.973659779
538.1,1.985827349,1.882195627,1.699336437,1.60313082,0.9833378162
538.9,1.986025974,1.887069202,1.701830448,1.607190212,0.9933386162
539.7,1.977554738,1.891757362,1.707313682,1.612851704,1.003279797
540.5,1.974853459,1.891699294,1.704182136,1.620479342,1.012083254
541.3,1.975398162,1.892811132,1.710050309,1.626399533,1.021545848
542.1,1.967067624,1.871594776,1.698408782,1.619585023,1.026592485
542.9,1.969916231,1.870220458,1.704417151,1.618909818,1.035265038
543.6,1.966594969,1.870286794,1.709938897,1.62130288,1.044091805
544.4,1.975792027,1.891410392,1.722172158,1.639123952,1.058931474
545.2,1.975079383,1.892961502,1.723377704,1.645095663,1.068891592
546.0,1.980302893,1.898114122,1.726328106,1.649459204,1.07667481
546.8,1.980893009,1.898058676,1.731173965,1.648532122,1.083551534
547.6,1.978691911,1.891355946,1.730236635,1.652147986,1.091311318
548.4,1.977690751,1.891916267,1.721573155,1.658623182,1.100405242
549.2,1.97528949,1.893623829,1.722097513,1.665728962,1.109893697
549.9,1.978275753,1.899772632,1.724804998,1.670064693,1.119459034
550.7,1.988442029,1.901136444,1.731859913,1.674790247,1.129455012
551.5,1.997060197,1.909580884,1.737472036,1.679446063,1.136959707
552.3,2.006798125,1.916904702,1.744059954,1.681659494,1.146207077
553.1,2.006597547,1.916932837,1.748420929,1.685943671,1.153829462
553.9,2.009648989,1.920445617,1.751287561,1.694828921,1.164596974
554.7,2.008548282,1.925331758,1.75235884,1.702941753,1.170880784
555.5,2.010799624,1.926475725,1.75735906,1.707252631,1.179262837
556.2,2.019087322,1.920923639,1.759286862,1.711161442,1.186557145
557.0,2.025066924,1.921224131,1.760274055,1.712840219,1.196853597
557.8,2.035176607,1.924421292,1.757628459,1.720099895,1.204851394
558.6,2.028061514,1.927367604,1.761315645,1.717537399,1.211610877
559.4,2.017573924,1.931739232,1.769395053,1.724269911,1.216973676
560.2,2.003342648,1.930521015,1.771977013,1.724071108,1.223753223
561.0,2.012814213,1.930084826,1.770137477,1.732368375,1.230925651
561.7,2.018926328,1.926740354,1.771125322,1.734822265,1.23869322
562.5,2.018994665,1.930787177,1.780434135,1.740808939,1.245616384
563.3,2.01773019,1.935568096,1.784653567,1.742754594,1.252991755
564.1,2.028301373,1.932592515,1.786595045,1.747194121,1.261433243
564.9,2.041738183,1.931963711,1.78633192,1.748317925,1.269827721
565.7,2.045295531,1.936405298,1.792481472,1.756659903,1.276658278
566.5,2.045332257,1.943879288,1.801020688,1.764830705,1.282317107
567.3,2.040167182,1.949195371,1.808012307,1.772879456,1.287487205
568.0,2.043232285,1.947211389,1.812090342,1.766554966,1.293837705
568.8,2.039978933,1.953812754,1.809517829,1.768356222,1.299626731
569.6,2.040982917,1.961362945,1.811343693,1.772597436,1.306736106
570.4,2.046705928,1.954486026,1.81173917,1.783492407,1.311693595
571.2,2.055755527,1.955655307,1.812067208,1.785619933,1.318061844
572.0,2.069434074,1.957800055,1.817970126,1.786663679,1.322562478
572.8,2.082168527,1.973597924,1.821849869,1.78993013,1.328829454
573.6,2.082007207,1.972645217,1.831788785,1.794712084,1.334023249
574.3,2.072561225,1.965359962,1.824935235,1.796038756,1.340096844
575.1,2.064214226,1.967733134,1.829219041,1.797923265,1.34615084
575.9,2.071177455,1.975873298,1.825881394,1.798866725,1.351622829
576.7,2.073423312,1.985314042,1.834496701,1.802142853,1.357059999
577.5,2.077890318,1.986774676,1.839941,1.805097143,1.361226578
578.3,2.063205705,1.975660286,1.845405822,1.807969359,1.366253327
579.1,2.07859954,1.978538942,1.846378758,1.813723594,1.370911363
579.9,2.084049303,1.976294781,1.846477673,1.823817013,1.378316034
580.6,2.107413881,1.990056345,1.844745789,1.829816729,1.383985343
581.4,2.106082709,1.990377183,1.850601238,1.837714026,1.390616182
582.2,2.108952547,2.001278024,1.853506749,1.837248893,1.394962772
583.0,2.112367865,1.999876373,1.861507113,1.841902622,1.399086487
583.8,2.105618298,1.999131631,1.862393002,1.83968752,1.402890967
584.6,2.099785418,1.996895448,1.860310929,1.844318625,1.404022442
585.4,2.085629336,2.00172519,1.858938747,1.84036957,1.407237906
586.2,2.105997442,2.009505441,1.862946525,1.844342969,1.412666505
586.9,2.11645056,2.014672904,1.869342877,1.84446556,1.420174755
587.7,2.127278451,2.018437065,1.875144094,1.844589476,1.427266547
588.5,2.120639253,2.018783819,1.874615771,1.850292041,1.433540245
589.2,2.12352013,2.016607552,1.87958113,1.853141574,1.438720003
590.0,2.128365928,2.015036169,1.884657833,1.863207503,1.443306805
590.7,2.12910605,2.014229649,1.884177832,1.860414917,1.44513214
591.5,2.122326317,2.032306162,1.883945241,1.863833657,1.448668013
592.2,2.118537804,2.039428854,1.882171141,1.863165879,1.451923277
593.0,2.120115426,2.052184414,1.890202643,1.868583268,1.454967454
593.7,2.131572755,2.045386894,1.89694818,1.870937618,1.457465959
594.4,2.145318576,2.049931336,1.902062882,1.877457175,1.460053453
595.2,2.156693614,2.059669658,1.909029178,1.872644984,1.461955161
595.9,2.160429851,2.055633098,1.909191248,1.87538685,1.465495876
596.7,2.159967008,2.048600814,1.91357202,1.878203011,1.469585318
597.4,2.158875357,2.049161735,1.910144602,1.878776587,1.47270447
598.2,2.16092185,2.056352592,1.915069431,1.880599543,1.473509224
598.9,2.178418422,2.067374599,1.919495623,1.880450124,1.474059132
599.7,2.184165536,2.06903558,1.924799584,1.896562494,1.476498691
600.4,2.180990081,2.06864281,1.923549509,1.895942222,1.478154306
601.1,2.157107104,2.074200561,1.916663575,1.893752213,1.479110652
601.9,2.156079338,2.076004504,1.917265535,1.884619531,1.479514424
602.6,2.165332971,2.087445066,1.919512547,1.889319978,1.482374116
603.4,2.1821762,2.092127913,1.925343531,1.893711551,1.481208733
604.1,2.179080013,2.09029668,1.922822602,1.895458409,1.481987595
604.9,2.172006113,2.084725986,1.922836883,1.893800017,1.481740546
605.6,2.173879951,2.083198629,1.922702671,1.893720004,1.485179161
606.4,2.185646,2.082527755,1.928496034,1.896334484,1.485152777
607.1,2.189743617,2.08793698,1.927795118,1.89539897,1.484888142
607.8,2.182664582,2.086983396,1.923085311,1.89216362,1.483341051
608.6,2.17295155,2.104657532,1.917521655,1.887493294,1.483921688
609.3,2.168927814,2.102593234,1.916310628,1.887030063,1.483342576
610.1,2.178848055,2.097571488,1.925535067,1.884756618,1.483658764
610.8,2.18312713,2.087020373,1.932428537,1.887146904,1.483811159
611.6,2.182587792,2.093636011,1.939293242,1.880986022,1.482657001
612.3,2.188737959,2.108187622,1.939643926,1.887386435,1.481963
613.0,2.206631587,2.106610627,1.945944369,1.887337507,1.479706956
613.8,2.224164683,2.112731922,1.946801446,1.893934178,1.479108621
614.5,2.223882654,2.118446037,1.947526538,1.889957193,1.477544997
615.3,2.214035381,2.127288104,1.949359606,1.888231782,1.476799804
616.0,2.212108895,2.119459845,1.952002641,1.885762459,1.477029732
616.8,2.219444009,2.121350771,1.955675129,1.890808861,1.473282286
617.5,2.22678711,2.123789315,1.951354582,1.888727314,1.470679616
618.3,2.253564548,2.140798122,1.95581418,1.896056132,1.468617464
619.0,2.255639498,2.130935493,1.95361127,1.887767798,1.468724323
619.7,2.250810983,2.125626366,1.955551808,1.896188874,1.469621951
620.5,2.237658267,2.124990519,1.947240117,1.892437181,1.467493927
621.2,2.232818687,2.125029541,1.952589893,1.897425172,1.467686774
622.0,2.240168776,2.133331482,1.948577555,1.892901978,1.46310725
622.7,2.246169857,2.123982294,1.943202031,1.890666845,1.45936509
623.5,2.247591202,2.12816706,1.937263329,1.89021664,1.455481973
624.2,2.250515561,2.122371767,1.935253977,1.88712298,1.454474438
625.0,2.248456401,2.125894357,1.938123717,1.881995252,1.453229775
625.7,2.250384797,2.12837047,1.93865713,1.877103407,1.451087832
626.4,2.252260459,2.146105226,1.941016766,1.876734912,1.446912911
627.2,2.245510739,2.153967823,1.944857358,1.877398302,1.443502027
627.9,2.237308898,2.158997008,1.94595814,1.8754707,1.441080577
628.7,2.256208558,2.149326194,1.950473759,1.874975294,1.43900781
629.4,2.264258666,2.146254879,1.949401297,1.869338771,1.436250032
630.2,2.285491738,2.157095636,1.952862184,1.87320359,1.43247355
630.9,2.261143496,2.16692871,1.955993666,1.866642546,1.429869349
631.6,2.257726662,2.171567069,1.959797961,1.871112693,1.42676084
632.4,2.247898525,2.159985923,1.958844162,1.8640537,1.42559049
633.1,2.259670259,2.162499271,1.955053602,1.869503138,1.42270113
633.9,2.254978261,2.160130512,1.954099793,1.863640052,1.420015659
634.6,2.265887487,2.165504697,1.951546401,1.863072166,1.415756765
635.4,2.26767393,2.170471854,1.954656789,1.86739538,1.412061788
636.1,2.289085571,2.169029215,1.956895963,1.866050546,1.409385777
636.9,2.316360834,2.18039069,1.965965473,1.871503333,1.405362232
637.6,2.321674195,2.188236898,1.95911599,1.863383988,1.40407865
638.3,2.332617068,2.208012695,1.960787199,1.866207107,1.401090657
639.1,2.310647952,2.191891247,1.957960132,1.857763,1.397780199
639.8,2.306590834,2.183296209,1.970213451,1.855673279,1.394011967
640.6,2.282343588,2.175823434,1.969713579,1.854262213,1.391060154
641.3,2.28282928,2.1749476,1.966947776,1.850257436,1.389355129
642.1,2.287160656,2.172457649,1.96098405,1.847842554,1.385970013
642.8,2.321496674,2.193899477,1.963069874,1.845123014,1.38157566
643.6,2.323181084,2.20090656,1.964202237,1.847928643,1.376955106
644.3,2.311755998,2.201392072,1.965387466,1.841502257,1.373109517
645.0,2.280213545,2.175774878,1.953764648,1.836999765,1.369889808
645.8,2.273579228,2.187239401,1.947903186,1.8354925,1.366608178
646.5,2.288549523,2.175466182,1.94362722,1.837299288,1.362657876
647.3,2.315776234,2.169978441,1.946947986,1.832878347,1.358899951
648.0,2.339240999,2.166761618,1.949461594,1.825850566,1.355028972
648.8,2.358163513,2.189895812,1.949118775,1.821617308,1.35067373
649.5,2.356670153,2.207349786,1.957146539,1.818724747,1.345958135
650.2,2.342390895,2.214298151,1.95277891,1.819228617,1.339927866
651.0,2.32644417,2.197616736,1.944861488,1.81460576,1.336698972
651.7,2.310648705,2.197166464,1.931114631,1.811952266,1.331926606
652.5,2.306507917,2.192722078,1.932024012,1.803326173,1.328864079
653.2,2.292901857,2.190338236,1.929041178,1.791940894,1.323274729
654.0,2.300060237,2.203890209,1.929454269,1.793172003,1.319385067
654.7,2.290898474,2.211149675,1.926799799,1.792305552,1.314011819
655.5,2.304974192,2.207326572,1.938678903,1.800018314,1.309533854
656.2,2.306870085,2.201277081,1.94476873,1.794933944,1.306234671
656.9,2.308639926,2.186547531,1.943054316,1.792432019,1.301754548
657.7,2.294045443,2.18658912,1.935807162,1.786047088,1.297271388
658.4,2.281167952,2.177284734,1.933455591,1.777773129,1.290849119
659.2,2.301850316,2.199689875,1.943768776,1.774429831,1.287014325
659.9,2.314871446,2.211240032,1.942344867,1.772645952,1.281863096
660.7,2.337501023,2.212706075,1.939284109,1.77784527,1.278894503
661.4,2.325352083,2.206704061,1.934108737,1.775025554,1.273114414
662.2,2.331568315,2.209754833,1.940323582,1.775074888,1.268153237
662.9,2.313294979,2.208157415,1.945872178,1.766437661,1.260693744
663.6,2.292786296,2.196776949,1.943627355,1.759198853,1.255289371
664.4,2.29324797,2.189429218,1.934833141,1.754558045,1.249779439
665.1,2.307685964,2.192448083,1.927169171,1.75312292,1.245624911
665.9,2.341231855,2.195042488,1.923280868,1.753179573,1.240585527
666.6,2.355401393,2.199738261,1.923862261,1.746286785,1.235865426
667.4,2.36365412,2.192282403,1.924463822,1.742285928,1.229730934
668.1,2.36360904,2.206152874,1.913960407,1.739647298,1.224938514
668.9,2.33621478,2.198405831,1.911931887,1.735147054,1.219215888
669.6,2.360074584,2.196997805,1.908285073,1.727604053,1.213633769
670.4,2.348940807,2.183503391,1.914238119,1.721251502,1.208071445
671.2,2.368219167,2.189071495,1.907116688,1.718817452,1.203087129
671.9,2.326187623,2.187274894,1.906775142,1.714387927,1.197948296
672.7,2.327634998,2.198425622,1.900802563,1.712125653,1.193155194
673.4,2.293409529,2.201660517,1.900997184,1.70606777,1.187306098
674.2,2.309342616,2.208194748,1.899618874,1.704233381,1.182026202
674.9,2.315301472,2.200561723,1.905566884,1.697886094,1.175125713
675.7,2.335905988,2.19312018,1.908550941,1.696735811,1.170737509
676.5,2.301469362,2.195876281,1.901201821,1.689076716,1.165732973
677.2,2.302666099,2.199451985,1.895352066,1.687345008,1.160211199
678.0,2.324959671,2.209576281,1.894901274,1.681043119,1.152926666
678.7,2.353209865,2.210007493,1.897666766,1.678398684,1.146256208
679.5,2.34237715,2.205240157,1.89260116,1.670939334,1.14112131
680.2,2.311870609,2.20262626,1.887243647,1.665653037,1.136888242
681.0,2.321088055,2.194667609,1.883677562,1.667113963,1.132217839
681.8,2.338943603,2.205332487,1.88332294,1.666990498,1.128342514
682.5,2.333641406,2.208572565,1.875825034,1.663777096,1.122429385
683.3,2.33261192,2.21602444,1.87841869,1.657713353,1.117189319
684.0,2.308246154,2.195292869,1.878681675,1.651525283,1.110317113
684.8,2.348896535,2.210737271,1.890226004,1.650486162,1.104858007
685.5,2.333695833,2.211310368,1.89047468,1.643746261,1.098946785
686.3,2.330984956,2.235771184,1.891298814,1.641296293,1.093874363
687.1,2.32691683,2.221230568,1.886205521,1.635683392,1.088700114
687.8,2.339214064,2.209382581,1.876384909,1.631664758,1.082933628
688.6,2.357403113,2.201479632,1.871805116,1.627426399,1.077054235
689.3,2.33213569,2.194786882,1.860625413,1.622323877,1.071309882
690.1,2.312603691,2.206464213,1.86604538,1.6175948,1.066166554
690.8,2.316887509,2.191263857,1.866907785,1.612766097,1.061282833
691.6,2.313858554,2.186165579,1.871008917,1.610377661,1.055392496
692.4,2.326061012,2.199553543,1.858274186,1.60475077,1.04931713
693.1,2.301811708,2.208423043,1.848760128,1.599167393,1.043892708
693.9,2.318638228,2.225000893,1.846898148,1.594121594,1.038287846
